ORDERNUMBER,ORDERDATE,STATUS,DAYS_SINCE_LASTORDER,DEALSIZE,CUSTOMER_ID
10239,2019-04-12,Shipped,999,Medium,1584
10253,2019-06-01,Cancelled,950,Small,1585
10266,2019-07-06,Shipped,916,Small,1586
10278,2019-08-06,Shipped,886,Small,1587
10287,2019-08-30,Shipped,863,Medium,1588
10300,2018-10-04,Shipped,1194,Medium,1589
10310,2019-10-16,Shipped,818,Small,1590
10321,2019-11-04,Shipped,800,Small,1591
10329,2019-11-15,Shipped,790,Small,1592
10342,2019-11-24,Shipped,782,Medium,1593
10363,2020-01-06,Shipped,740,Medium,1594
10377,2020-02-09,Shipped,707,Small,1595
10389,2020-03-03,Shipped,685,Medium,1596
10405,2020-04-14,Shipped,644,Medium,1597
10419,2020-05-17,Shipped,612,Medium,1598
10109,2018-03-10,Shipped,1412,Medium,1599
10122,2018-05-08,Shipped,1354,Medium,1600
10136,2018-07-04,Shipped,1298,Medium,1601
10148,2018-09-11,Shipped,1230,Medium,1602
10161,2018-10-17,Shipped,1195,Medium,1603
10171,2018-11-05,Shipped,1177,Medium,1604
10181,2018-11-12,Shipped,1171,Medium,1605
10192,2018-11-20,Shipped,1164,Large,1606
10204,2018-12-02,Shipped,1153,Medium,1607
10212,2019-01-16,Shipped,1109,Medium,1608
10226,2019-02-26,Shipped,1069,Medium,1609
10240,2019-04-13,Shipped,1024,Medium,1610
10253,2019-06-01,Cancelled,976,Medium,1611
10266,2019-07-06,Shipped,942,Medium,1612
10278,2019-08-06,Shipped,912,Medium,1613
10287,2019-08-30,Shipped,889,Medium,1614
10301,2018-10-05,Shipped,1219,Large,1615
10310,2019-10-16,Shipped,844,Medium,1616
10321,2019-11-04,Shipped,826,Medium,1617
10331,2019-11-17,Shipped,814,Small,1618
10342,2019-11-24,Shipped,808,Medium,1619
10356,2019-12-09,Shipped,794,Small,1620
10366,2020-01-10,Shipped,763,Medium,1621
10377,2020-02-09,Shipped,734,Medium,1622
10390,2020-03-04,Shipped,711,Small,1623
10406,2020-04-15,Disputed,670,Large,1624
10419,2020-05-17,Shipped,639,Medium,1625
10104,2018-01-31,Shipped,1477,Medium,1626
10115,2018-04-04,Shipped,1415,Large,1627
10127,2018-06-03,Shipped,1356,Large,1628
10141,2018-08-01,Shipped,1298,Medium,1629
10151,2018-09-21,Shipped,1248,Large,1630
10165,2018-10-22,Shipped,1218,Medium,1631
10176,2018-11-06,Shipped,1204,Medium,1632
10184,2018-11-14,Shipped,1197,Large,1633
10195,2018-11-25,Shipped,1187,Medium,1634
10207,2018-12-09,Shipped,1174,Large,1635
10219,2019-02-10,Shipped,1112,Large,1636
10230,2019-03-15,Shipped,1080,Large,1637
10246,2019-05-05,Shipped,1030,Medium,1638
10259,2019-06-15,Shipped,990,Medium,1639
10271,2019-07-20,Shipped,956,Large,1640
10282,2019-08-20,Shipped,926,Medium,1641
10292,2019-09-08,Shipped,908,Medium,1642
10305,2019-10-13,Shipped,874,Medium,1643
10314,2019-10-22,Shipped,866,Medium,1644
10324,2019-11-05,Shipped,853,Large,1645
10336,2019-11-20,Shipped,839,Large,1646
10349,2019-12-01,Shipped,829,Medium,1647
10358,2019-12-10,Shipped,821,Small,1648
10371,2020-01-23,Shipped,778,Small,1649
10382,2020-02-17,Shipped,754,Small,1650
10412,2020-05-03,Shipped,679,Medium,1651
10425,2020-05-31,In Process,652,Medium,1652
10100,2018-01-06,Shipped,1529,Medium,1653
10110,2018-03-18,Shipped,1459,Small,1654
10124,2018-05-21,Shipped,1396,Small,1655
10149,2018-09-12,Shipped,1283,Small,1656
10173,2018-11-05,Shipped,1230,Small,1657
10182,2018-11-12,Shipped,1224,Small,1658
10193,2018-11-21,Shipped,1216,Small,1659
10204,2018-12-02,Shipped,1206,Small,1660
10214,2019-01-26,Shipped,1152,Small,1661
10227,2019-03-02,Shipped,1118,Small,1662
10241,2019-04-13,Shipped,1077,Small,1663
10280,2019-08-17,Shipped,952,Small,1664
10288,2019-09-01,Shipped,938,Small,1665
10303,2019-10-06,Shipped,904,Small,1666
10312,2019-10-21,Shipped,890,Small,1667
10332,2019-11-17,Shipped,864,Medium,1668
10344,2019-11-25,Shipped,857,Small,1669
10367,2020-01-12,Resolved,810,Large,1670
10379,2020-02-10,Shipped,782,Small,1671
10407,2020-04-22,On Hold,711,Medium,1672
10420,2020-05-29,In Process,675,Small,1673
10104,2018-01-31,Shipped,1525,Medium,1674
10114,2018-04-01,Shipped,1466,Medium,1675
10127,2018-06-03,Shipped,1404,Medium,1676
10141,2018-08-01,Shipped,1346,Medium,1677
10151,2018-09-21,Shipped,1296,Medium,1678
10165,2018-10-22,Shipped,1266,Medium,1679
10175,2018-11-06,Shipped,1252,Medium,1680
10184,2018-11-14,Shipped,1245,Medium,1681
10195,2018-11-25,Shipped,1235,Medium,1682
10207,2018-12-09,Shipped,1222,Medium,1683
10229,2019-03-11,Shipped,1131,Medium,1684
10246,2019-05-05,Shipped,1077,Small,1685
10259,2019-06-15,Shipped,1037,Medium,1686
10271,2019-07-20,Shipped,1003,Medium,1687
10281,2019-08-19,Shipped,974,Medium,1688
10292,2019-09-08,Shipped,955,Medium,1689
10305,2019-10-13,Shipped,921,Medium,1690
10313,2019-10-22,Shipped,913,Medium,1691
10324,2019-11-05,Shipped,900,Small,1692
10334,2019-11-19,On Hold,887,Medium,1693
10349,2019-12-01,Shipped,876,Medium,1694
10358,2019-12-10,Shipped,868,Small,1695
10370,2020-01-20,Shipped,828,Medium,1696
10383,2020-02-22,Shipped,796,Medium,1697
10412,2020-05-03,Shipped,726,Medium,1698
10425,2020-05-31,In Process,699,Medium,1699
10101,2018-01-09,Shipped,1573,Medium,1700
10110,2018-03-18,Shipped,1506,Medium,1701
10124,2018-05-21,Shipped,1443,Medium,1702
10149,2018-09-12,Shipped,1330,Medium,1703
10173,2018-11-05,Shipped,1277,Medium,1704
10182,2018-11-12,Shipped,1271,Small,1705
10193,2018-11-21,Shipped,1263,Medium,1706
10204,2018-12-02,Shipped,1253,Medium,1707
10214,2019-01-26,Shipped,1199,Medium,1708
10227,2019-03-02,Shipped,1165,Large,1709
10243,2019-04-26,Shipped,1111,Medium,1710
10280,2019-08-17,Shipped,999,Medium,1711
10288,2019-09-01,Shipped,985,Medium,1712
10304,2019-10-11,Shipped,946,Small,1713
10312,2019-10-21,Shipped,937,Medium,1714
10322,2019-11-04,Shipped,924,Large,1715
10332,2019-11-17,Shipped,912,Small,1716
10344,2019-11-25,Shipped,905,Medium,1717
10356,2019-12-09,Shipped,892,Medium,1718
10367,2020-01-12,Resolved,859,Medium,1719
10380,2020-02-16,Shipped,825,Medium,1720
10390,2020-03-04,Shipped,809,Medium,1721
10409,2020-04-23,Shipped,760,Small,1722
10420,2020-05-29,In Process,725,Medium,1723
10103,2018-01-29,Shipped,1577,Small,1724
10114,2018-04-01,Shipped,1516,Medium,1725
10126,2018-05-28,Shipped,1460,Small,1726
10140,2018-07-24,Shipped,1404,Small,1727
10151,2018-09-21,Shipped,1346,Small,1728
10165,2018-10-22,Shipped,1316,Small,1729
10175,2018-11-06,Shipped,1302,Small,1730
10184,2018-11-14,Shipped,1295,Small,1731
10194,2018-11-25,Shipped,1285,Medium,1732
10207,2018-12-09,Shipped,1272,Small,1733
10217,2019-02-04,Shipped,1216,Small,1734
10229,2019-03-11,Shipped,1182,Small,1735
10246,2019-05-05,Shipped,1128,Small,1736
10259,2019-06-15,Shipped,1088,Small,1737
10271,2019-07-20,Shipped,1054,Small,1738
10281,2019-08-19,Shipped,1025,Small,1739
10291,2019-09-08,Shipped,1006,Small,1740
10305,2019-10-13,Shipped,972,Small,1741
10313,2019-10-22,Shipped,964,Small,1742
10322,2019-11-04,Shipped,952,Small,1743
10334,2019-11-19,On Hold,938,Small,1744
10347,2019-11-29,Shipped,929,Medium,1745
10357,2019-12-10,Shipped,919,Small,1746
10370,2020-01-20,Shipped,879,Small,1747
10391,2020-03-09,Shipped,831,Small,1748
10412,2020-05-03,Shipped,777,Small,1749
10425,2020-05-31,In Process,750,Small,1750
10106,2018-02-17,Shipped,1585,Medium,1751
10120,2018-04-29,Shipped,1515,Small,1752
10133,2018-06-27,Shipped,1457,Medium,1753
10145,2018-08-25,Shipped,1399,Small,1754
10168,2018-10-28,Shipped,1336,Small,1755
10210,2019-01-12,Shipped,1261,Medium,1756
10223,2019-02-20,Shipped,1223,Medium,1757
10235,2019-04-02,Shipped,1183,Small,1758
10250,2019-05-11,Shipped,1145,Small,1759
10263,2019-06-28,Shipped,1098,Small,1760
10275,2019-07-23,Shipped,1074,Medium,1761
10284,2019-08-21,Shipped,1046,Small,1762
10297,2019-09-16,Shipped,1021,Small,1763
10308,2019-10-15,Shipped,993,Small,1764
10318,2019-11-02,Shipped,976,Medium,1765
10327,2019-11-10,Resolved,969,Medium,1766
10339,2019-11-23,Shipped,957,Small,1767
10353,2019-12-04,Shipped,947,Medium,1768
10374,2020-02-02,Shipped,888,Small,1769
10386,2020-03-01,Resolved,861,Small,1770
10398,2020-03-30,Shipped,833,Small,1771
10401,2020-04-03,On Hold,830,Medium,1772
10416,2020-05-10,Shipped,794,Small,1773
10107,2018-02-24,Shipped,1601,Small,1774
10120,2018-04-29,Shipped,1538,Small,1775
10134,2018-07-01,Shipped,1476,Small,1776
10145,2018-08-25,Shipped,1422,Small,1777
10168,2018-10-28,Shipped,1359,Small,1778
10180,2018-11-11,Shipped,1346,Small,1779
10188,2018-11-18,Shipped,1340,Small,1780
10210,2019-01-12,Shipped,1286,Small,1781
10223,2019-02-20,Shipped,1248,Small,1782
10236,2019-04-03,Shipped,1207,Small,1783
10251,2019-05-18,Shipped,1163,Small,1784
10263,2019-06-28,Shipped,1123,Small,1785
10275,2019-07-23,Shipped,1099,Small,1786
10285,2019-08-27,Shipped,1065,Small,1787
10298,2019-09-27,Shipped,1035,Small,1788
10308,2019-10-15,Shipped,1018,Small,1789
10318,2019-11-02,Shipped,1001,Small,1790
10329,2019-11-15,Shipped,989,Medium,1791
10339,2019-11-23,Shipped,982,Small,1792
10362,2020-01-05,Shipped,940,Small,1793
10374,2020-02-02,Shipped,913,Small,1794
10389,2020-03-03,Shipped,884,Medium,1795
10402,2020-04-07,Shipped,850,Medium,1796
10417,2020-05-13,Disputed,815,Small,1797
10101,2018-01-09,Shipped,1671,Medium,1798
10110,2018-03-18,Shipped,1604,Medium,1799
10125,2018-05-21,Shipped,1541,Medium,1800
10139,2018-07-16,Shipped,1486,Large,1801
10149,2018-09-12,Shipped,1429,Medium,1802
10173,2018-11-05,Shipped,1376,Medium,1803
10182,2018-11-12,Shipped,1370,Medium,1804
10193,2018-11-21,Shipped,1362,Medium,1805
10205,2018-12-03,Shipped,1351,Large,1806
10214,2019-01-26,Shipped,1298,Large,1807
10227,2019-03-02,Shipped,1264,Medium,1808
10244,2019-04-29,Shipped,1207,Medium,1809
10255,2019-06-04,Shipped,1172,Medium,1810
10280,2019-08-17,Shipped,1099,Medium,1811
10289,2019-09-03,Shipped,1083,Large,1812
10304,2019-10-11,Shipped,1046,Medium,1813
10312,2019-10-21,Shipped,1037,Medium,1814
10322,2019-11-04,Shipped,1024,Medium,1815
10332,2019-11-17,Shipped,1012,Small,1816
10347,2019-11-29,Shipped,1001,Medium,1817
10356,2019-12-09,Shipped,992,Medium,1818
10367,2020-01-12,Resolved,959,Medium,1819
10380,2020-02-16,Shipped,925,Small,1820
10390,2020-03-04,Shipped,909,Small,1821
10421,2020-05-29,In Process,824,Medium,1822
10109,2018-03-10,Shipped,1636,Medium,1823
10123,2018-05-20,Shipped,1566,Medium,1824
10137,2018-07-10,Shipped,1516,Medium,1825
10148,2018-09-11,Shipped,1454,Medium,1826
10161,2018-10-17,Shipped,1419,Medium,1827
10172,2018-11-05,Shipped,1401,Medium,1828
10181,2018-11-12,Shipped,1395,Medium,1829
10192,2018-11-20,Shipped,1388,Medium,1830
10204,2018-12-02,Shipped,1377,Medium,1831
10212,2019-01-16,Shipped,1333,Medium,1832
10226,2019-02-26,Shipped,1293,Medium,1833
10241,2019-04-13,Shipped,1248,Medium,1834
10253,2019-06-01,Cancelled,1200,Medium,1835
10266,2019-07-06,Shipped,1166,Small,1836
10278,2019-08-06,Shipped,1136,Medium,1837
10287,2019-08-30,Shipped,1113,Medium,1838
10301,2018-10-05,Shipped,1443,Medium,1839
10311,2019-10-16,Shipped,1068,Medium,1840
10321,2019-11-04,Shipped,1050,Small,1841
10331,2019-11-17,Shipped,1038,Small,1842
10343,2019-11-24,Shipped,1032,Small,1843
10366,2020-01-10,Shipped,986,Medium,1844
10379,2020-02-10,Shipped,956,Medium,1845
10407,2020-04-22,On Hold,885,Medium,1846
10419,2020-05-17,Shipped,861,Large,1847
10103,2018-01-29,Shipped,1701,Small,1848
10112,2018-03-24,Shipped,1648,Small,1849
10126,2018-05-28,Shipped,1584,Small,1850
10139,2018-07-16,Shipped,1536,Medium,1851
10150,2018-09-19,Shipped,1472,Medium,1852
10163,2018-10-20,Shipped,1442,Medium,1853
10174,2018-11-06,Shipped,1426,Medium,1854
10183,2018-11-13,Shipped,1420,Medium,1855
10193,2018-11-21,Shipped,1413,Small,1856
10206,2018-12-05,Shipped,1400,Medium,1857
10215,2019-01-29,Shipped,1346,Medium,1858
10228,2019-03-10,Shipped,1307,Small,1859
10244,2019-04-29,Shipped,1258,Medium,1860
10257,2019-06-14,Shipped,1213,Medium,1861
10270,2019-07-19,Shipped,1179,Small,1862
10280,2019-08-17,Shipped,1151,Medium,1863
10291,2019-09-08,Shipped,1130,Medium,1864
10304,2019-10-11,Shipped,1098,Medium,1865
10312,2019-10-21,Shipped,1089,Medium,1866
10322,2019-11-04,Shipped,1076,Medium,1867
10347,2019-11-29,Shipped,1052,Medium,1868
10357,2019-12-10,Shipped,1042,Medium,1869
10369,2020-01-20,Shipped,1002,Medium,1870
10391,2020-03-09,Shipped,954,Small,1871
10423,2020-05-30,In Process,873,Small,1872
10103,2018-01-29,Shipped,1726,Small,1873
10126,2018-05-28,Shipped,1608,Medium,1874
10139,2018-07-16,Shipped,1560,Small,1875
10150,2018-09-19,Shipped,1496,Small,1876
10163,2018-10-20,Shipped,1466,Medium,1877
10173,2018-11-05,Shipped,1451,Small,1878
10183,2018-11-13,Shipped,1444,Small,1879
10193,2018-11-21,Shipped,1437,Small,1880
10206,2018-12-05,Shipped,1424,Small,1881
10215,2019-01-29,Shipped,1370,Small,1882
10228,2019-03-10,Shipped,1331,Small,1883
10244,2019-04-29,Shipped,1282,Small,1884
10257,2019-06-14,Shipped,1237,Small,1885
10269,2019-07-16,Shipped,1206,Small,1886
10280,2019-08-17,Shipped,1175,Small,1887
10291,2019-09-08,Shipped,1154,Small,1888
10304,2019-10-11,Shipped,1122,Small,1889
10312,2019-10-21,Shipped,1113,Small,1890
10322,2019-11-04,Shipped,1100,Small,1891
10332,2019-11-17,Shipped,1088,Small,1892
10347,2019-11-29,Shipped,1077,Small,1893
10357,2019-12-10,Shipped,1067,Medium,1894
10369,2020-01-20,Shipped,1027,Small,1895
10392,2020-03-10,Shipped,978,Small,1896
10423,2020-05-30,In Process,898,Small,1897
10106,2018-02-17,Shipped,1732,Medium,1898
10119,2018-04-28,Shipped,1663,Small,1899
10130,2018-06-16,Shipped,1615,Medium,1900
10143,2018-08-10,Shipped,1561,Medium,1901
10155,2018-10-06,Shipped,1505,Medium,1902
10167,2018-10-23,Cancelled,1489,Medium,1903
10178,2018-11-08,Shipped,1474,Medium,1904
10186,2018-11-14,Shipped,1469,Small,1905
10197,2018-11-26,Shipped,1458,Medium,1906
10222,2019-02-19,Shipped,1374,Medium,1907
10248,2019-05-07,Cancelled,1298,Small,1908
10262,2019-06-24,Cancelled,1251,Small,1909
10273,2019-07-21,Shipped,1225,Medium,1910
10283,2019-08-20,Shipped,1196,Small,1911
10296,2019-09-15,Shipped,1171,Small,1912
10307,2019-10-14,Shipped,1143,Small,1913
10316,2019-11-01,Shipped,1126,Small,1914
10327,2019-11-10,Resolved,1118,Small,1915
10338,2019-11-22,Shipped,1107,Small,1916
10350,2019-12-02,Shipped,1098,Small,1917
10373,2020-01-31,Shipped,1039,Small,1918
10386,2020-03-01,Resolved,1010,Medium,1919
10398,2020-03-30,Shipped,982,Small,1920
10400,2020-04-01,Shipped,981,Small,1921
10414,2020-05-06,On Hold,947,Medium,1922
10103,2018-01-29,Shipped,1776,Small,1923
10126,2018-05-28,Shipped,1658,Small,1924
10139,2018-07-16,Shipped,1610,Small,1925
10150,2018-09-19,Shipped,1546,Small,1926
10163,2018-10-20,Shipped,1516,Medium,1927
10173,2018-11-05,Shipped,1501,Small,1928
10183,2018-11-13,Shipped,1494,Small,1929
10193,2018-11-21,Shipped,1487,Small,1930
10206,2018-12-05,Shipped,1474,Medium,1931
10215,2019-01-29,Shipped,1420,Medium,1932
10228,2019-03-10,Shipped,1381,Medium,1933
10244,2019-04-29,Shipped,1332,Medium,1934
10257,2019-06-14,Shipped,1287,Medium,1935
10270,2019-07-19,Shipped,1253,Medium,1936
10280,2019-08-17,Shipped,1225,Medium,1937
10291,2019-09-08,Shipped,1204,Small,1938
10304,2019-10-11,Shipped,1172,Small,1939
10312,2019-10-21,Shipped,1163,Medium,1940
10322,2019-11-04,Shipped,1150,Small,1941
10332,2019-11-17,Shipped,1138,Small,1942
10347,2019-11-29,Shipped,1127,Medium,1943
10357,2019-12-10,Shipped,1117,Medium,1944
10369,2020-01-20,Shipped,1077,Small,1945
10392,2020-03-10,Shipped,1028,Small,1946
10423,2020-05-30,In Process,948,Small,1947
10105,2018-02-11,Shipped,1788,Medium,1948
10117,2018-04-16,Shipped,1725,Medium,1949
10128,2018-06-06,Shipped,1675,Medium,1950
10142,2018-08-08,Shipped,1613,Medium,1951
10153,2018-09-28,Shipped,1563,Medium,1952
10166,2018-10-21,Shipped,1541,Medium,1953
10177,2018-11-07,Shipped,1525,Medium,1954
10185,2018-11-14,Shipped,1519,Medium,1955
10196,2018-11-26,Shipped,1508,Medium,1956
10208,2019-01-02,Shipped,1472,Small,1957
10221,2019-02-18,Shipped,1426,Medium,1958
10232,2019-03-20,Shipped,1397,Medium,1959
10248,2019-05-07,Cancelled,1350,Medium,1960
10273,2019-07-21,Shipped,1276,Medium,1961
10282,2019-08-20,Shipped,1247,Medium,1962
10293,2019-09-09,Shipped,1228,Small,1963
10306,2019-10-14,Shipped,1194,Medium,1964
10314,2019-10-22,Shipped,1187,Small,1965
10325,2019-11-05,Shipped,1174,Small,1966
10336,2019-11-20,Shipped,1160,Medium,1967
10350,2019-12-02,Shipped,1149,Medium,1968
10372,2020-01-26,Shipped,1095,Medium,1969
10383,2020-02-22,Shipped,1069,Small,1970
10396,2020-03-23,Shipped,1040,Medium,1971
10414,2020-05-06,On Hold,997,Medium,1972
10104,2018-01-31,Shipped,1824,Medium,1973
10109,2018-03-10,Shipped,1787,Large,1974
10114,2018-04-01,Shipped,1766,Large,1975
10122,2018-05-08,Shipped,1730,Medium,1976
10127,2018-06-03,Shipped,1705,Medium,1977
10136,2018-07-04,Shipped,1675,Large,1978
10141,2018-08-01,Shipped,1648,Medium,1979
10148,2018-09-11,Shipped,1608,Medium,1980
10151,2018-09-21,Shipped,1599,Medium,1981
10165,2018-10-22,Shipped,1569,Large,1982
10171,2018-11-05,Shipped,1556,Medium,1983
10175,2018-11-06,Shipped,1556,Medium,1984
10181,2018-11-12,Shipped,1551,Medium,1985
10184,2018-11-14,Shipped,1550,Medium,1986
10192,2018-11-20,Shipped,1545,Medium,1987
10195,2018-11-25,Shipped,1541,Large,1988
10203,2018-12-02,Shipped,1535,Large,1989
10207,2018-12-09,Shipped,1529,Medium,1990
10212,2019-01-16,Shipped,1492,Medium,1991
10225,2019-02-22,Shipped,1456,Medium,1992
10229,2019-03-11,Shipped,1440,Medium,1993
10239,2019-04-12,Shipped,1409,Large,1994
10246,2019-05-05,Shipped,1387,Large,1995
10253,2019-06-01,Cancelled,1361,Medium,1996
10259,2019-06-15,Shipped,1348,Medium,1997
10266,2019-07-06,Shipped,1328,Medium,1998
10271,2019-07-20,Shipped,1315,Medium,1999
10278,2019-08-06,Shipped,1299,Medium,2000
10281,2019-08-19,Shipped,1287,Medium,2001
10287,2019-08-30,Shipped,1277,Medium,2002
10292,2019-09-08,Shipped,1269,Small,2003
10301,2018-10-05,Shipped,1608,Medium,2004
10305,2019-10-13,Shipped,1236,Large,2005
10310,2019-10-16,Shipped,1234,Large,2006
10313,2019-10-22,Shipped,1229,Medium,2007
10321,2019-11-04,Shipped,1217,Medium,2008
10324,2019-11-05,Shipped,1217,Medium,2009
10331,2019-11-17,Shipped,1206,Medium,2010
10334,2019-11-19,On Hold,1205,Small,2011
10342,2019-11-24,Shipped,1201,Medium,2012
10349,2019-12-01,Shipped,1195,Large,2013
10358,2019-12-10,Shipped,1187,Small,2014
10366,2020-01-10,Shipped,1157,Medium,2015
10370,2020-01-20,Shipped,1148,Small,2016
10377,2020-02-09,Shipped,1129,Large,2017
10383,2020-02-22,Shipped,1117,Medium,2018
10394,2020-03-15,Shipped,1096,Medium,2019
10405,2020-04-14,Shipped,1067,Large,2020
10412,2020-05-03,Shipped,1049,Large,2021
10419,2020-05-17,Shipped,1036,Medium,2022
10425,2020-05-31,In Process,1023,Medium,2023
10105,2018-02-11,Shipped,1864,Medium,2024
10117,2018-04-16,Shipped,1801,Small,2025
10128,2018-06-06,Shipped,1751,Medium,2026
10142,2018-08-08,Shipped,1689,Small,2027
10153,2018-09-28,Shipped,1639,Small,2028
10165,2018-10-22,Shipped,1616,Medium,2029
10177,2018-11-07,Shipped,1601,Medium,2030
10185,2018-11-14,Shipped,1595,Medium,2031
10196,2018-11-26,Shipped,1584,Medium,2032
10208,2019-01-02,Shipped,1548,Medium,2033
10221,2019-02-18,Shipped,1502,Small,2034
10232,2019-03-20,Shipped,1473,Medium,2035
10248,2019-05-07,Cancelled,1426,Medium,2036
10273,2019-07-21,Shipped,1352,Medium,2037
10282,2019-08-20,Shipped,1323,Medium,2038
10293,2019-09-09,Shipped,1304,Small,2039
10306,2019-10-14,Shipped,1270,Medium,2040
10314,2019-10-22,Shipped,1263,Small,2041
10326,2019-11-09,Shipped,1246,Medium,2042
10336,2019-11-20,Shipped,1236,Small,2043
10350,2019-12-02,Shipped,1225,Medium,2044
10372,2020-01-26,Shipped,1171,Small,2045
10383,2020-02-22,Shipped,1145,Medium,2046
10396,2020-03-23,Shipped,1116,Small,2047
10414,2020-05-06,On Hold,1073,Medium,2048
10108,2018-03-03,Shipped,1869,Small,2049
10122,2018-05-08,Shipped,1804,Small,2050
10135,2018-07-02,Shipped,1750,Medium,2051
10147,2018-09-05,Shipped,1686,Medium,2052
10169,2018-11-04,Shipped,1627,Small,2053
10181,2018-11-12,Shipped,1620,Small,2054
10191,2018-11-20,Shipped,1613,Medium,2055
10203,2018-12-02,Shipped,1602,Small,2056
10211,2019-01-15,Shipped,1559,Small,2057
10225,2019-02-22,Shipped,1522,Medium,2058
10238,2019-04-09,Shipped,1477,Small,2059
10252,2019-05-26,Shipped,1431,Small,2060
10265,2019-07-02,Shipped,1395,Medium,2061
10276,2019-08-02,Shipped,1365,Small,2062
10287,2019-08-30,Shipped,1338,Medium,2063
10300,2018-10-04,Shipped,1669,Medium,2064
10310,2019-10-16,Shipped,1293,Small,2065
10319,2019-11-03,Shipped,1276,Medium,2066
10329,2019-11-15,Shipped,1265,Small,2067
10342,2019-11-24,Shipped,1257,Small,2068
10363,2020-01-06,Shipped,1215,Small,2069
10378,2020-02-10,Shipped,1181,Small,2070
10390,2020-03-04,Shipped,1159,Medium,2071
10103,2018-01-29,Shipped,1925,Medium,2072
10126,2018-05-28,Shipped,1807,Medium,2073
10139,2018-07-16,Shipped,1759,Medium,2074
10149,2018-09-12,Shipped,1702,Medium,2075
10163,2018-10-20,Shipped,1665,Medium,2076
10173,2018-11-05,Shipped,1650,Small,2077
10182,2018-11-12,Shipped,1644,Small,2078
10193,2018-11-21,Shipped,1636,Small,2079
10206,2018-12-05,Shipped,1623,Small,2080
10215,2019-01-29,Shipped,1569,Medium,2081
10227,2019-03-02,Shipped,1538,Medium,2082
10244,2019-04-29,Shipped,1481,Medium,2083
10257,2019-06-14,Shipped,1436,Small,2084
10280,2019-08-17,Shipped,1373,Medium,2085
10290,2019-09-07,Shipped,1353,Small,2086
10304,2019-10-11,Shipped,1320,Medium,2087
10312,2019-10-21,Shipped,1311,Medium,2088
10323,2019-11-05,Shipped,1297,Medium,2089
10347,2019-11-29,Shipped,1274,Small,2090
10357,2019-12-10,Shipped,1264,Small,2091
10369,2020-01-20,Shipped,1224,Medium,2092
10382,2020-02-17,Shipped,1197,Large,2093
10392,2020-03-10,Shipped,1176,Medium,2094
10423,2020-05-30,In Process,1096,Small,2095
10108,2018-03-03,Shipped,1916,Medium,2096
10122,2018-05-08,Shipped,1851,Small,2097
10135,2018-07-02,Shipped,1797,Medium,2098
10147,2018-09-05,Shipped,1733,Medium,2099
10169,2018-11-04,Shipped,1674,Medium,2100
10181,2018-11-12,Shipped,1667,Medium,2101
10191,2018-11-20,Shipped,1660,Medium,2102
10203,2018-12-02,Shipped,1649,Medium,2103
10211,2019-01-15,Shipped,1606,Medium,2104
10225,2019-02-22,Shipped,1569,Medium,2105
10238,2019-04-09,Shipped,1524,Medium,2106
10252,2019-05-26,Shipped,1478,Medium,2107
10265,2019-07-02,Shipped,1442,Large,2108
10276,2019-08-02,Shipped,1412,Medium,2109
10287,2019-08-30,Shipped,1385,Medium,2110
10300,2018-10-04,Shipped,1716,Medium,2111
10310,2019-10-16,Shipped,1340,Medium,2112
10320,2019-11-03,Shipped,1323,Medium,2113
10330,2019-11-16,Shipped,1311,Medium,2114
10342,2019-11-24,Shipped,1304,Medium,2115
10355,2019-12-07,Shipped,1292,Medium,2116
10363,2020-01-06,Shipped,1263,Medium,2117
10378,2020-02-10,Shipped,1229,Medium,2118
10390,2020-03-04,Shipped,1207,Large,2119
10109,2018-03-10,Shipped,1933,Medium,2120
10123,2018-05-20,Shipped,1863,Medium,2121
10137,2018-07-10,Shipped,1813,Medium,2122
10148,2018-09-11,Shipped,1751,Medium,2123
10161,2018-10-17,Shipped,1716,Medium,2124
10172,2018-11-05,Shipped,1698,Medium,2125
10181,2018-11-12,Shipped,1692,Medium,2126
10192,2018-11-20,Shipped,1685,Medium,2127
10204,2018-12-02,Shipped,1674,Medium,2128
10212,2019-01-16,Shipped,1630,Medium,2129
10226,2019-02-26,Shipped,1590,Large,2130
10240,2019-04-13,Shipped,1545,Medium,2131
10253,2019-06-01,Cancelled,1497,Medium,2132
10266,2019-07-06,Shipped,1463,Medium,2133
10278,2019-08-06,Shipped,1433,Medium,2134
10287,2019-08-30,Shipped,1410,Medium,2135
10301,2018-10-05,Shipped,1740,Medium,2136
10311,2019-10-16,Shipped,1365,Medium,2137
10321,2019-11-04,Shipped,1347,Medium,2138
10331,2019-11-17,Shipped,1335,Small,2139
10343,2019-11-24,Shipped,1329,Medium,2140
10367,2020-01-12,Resolved,1281,Medium,2141
10379,2020-02-10,Shipped,1253,Small,2142
10406,2020-04-15,Disputed,1189,Large,2143
10419,2020-05-17,Shipped,1158,Medium,2144
10108,2018-03-03,Shipped,1965,Small,2145
10122,2018-05-08,Shipped,1900,Small,2146
10135,2018-07-02,Shipped,1846,Small,2147
10146,2018-09-03,Shipped,1784,Medium,2148
10169,2018-11-04,Shipped,1723,Small,2149
10180,2018-11-11,Shipped,1717,Small,2150
10191,2018-11-20,Shipped,1709,Medium,2151
10211,2019-01-15,Shipped,1654,Small,2152
10224,2019-02-21,Shipped,1618,Small,2153
10237,2019-04-05,Shipped,1576,Small,2154
10252,2019-05-26,Shipped,1526,Small,2155
